img,rank,rating,numReviews,cost,name,type,address,business_id,categories
['www.Shin Yakitori House.com', '74', '3.5', '8', '29.3', 'Shin Yakitori House', '5255 S Decatur Blvd', ' Ste 118', 'tv4nFQ-1a8Lm9B-tIpBjyg', 'Japanese; Restaurants']
["www.Booty's Wings Burgers & Beer.com", '53', '3.5', '183', '29.4', "Booty's Wings Burgers & Beer", '15557 W Bell Rd', ' Ste 405', 'jtLHh-2UPlTVojaY4kM08Q', 'Food; Burgers; Chicken Wings; Bars; Restaurants; Nightlife; Beer; Wine & Spirits']
["www.Jana's Bakery & Deli.com", '35', '3.0', '16', '10.7', "Jana's Bakery & Deli", '13331 W Indian School Rd', ' Ste 202', 'waAH29UlzfG1qcWNNBGDrA', 'Restaurants; Sandwiches; Delis; Bakeries; Food; Coffee & Tea']
["www.Vern's Pizza.com", '45', '3.5', '6', '22.9', "Vern's Pizza", '575-28th Street  SE', ' Suite 127', 'k8BbpXbHHsZyyJ2W4i-8TQ', 'Pizza; Restaurants']
['www.Sausalito on Ninth.com', '67', '3.0', '24', '15.0', 'Sausalito on Ninth', '1360 E 9th St', ' Ste 125', 'CjCzBrmJsCSRAu-LyH8pyA', 'Bars; American (New); Restaurants; Nightlife']
['www.Almonasabah.com', '64', '4.5', '75', '15.5', 'Almonasabah', '2340 Council Ring Road', ' Unit 107', 'B925b3Vs0wKhKIr_5j9E4A', 'Restaurants; Arabian; Middle Eastern; Halal']
['www.Tic Taouk.com', '18', '4.5', '6', '13.0', 'Tic Taouk', '6710 Rue Saint-Jacques', ' Suite 104', 'tlHW9MD4om9oRUaQIlq2ow', 'Halal; Arabian; Lebanese; Restaurants; Middle Eastern']
['www.Golden Star Noodle Restaurant.com', '39', '3.5', '3', '29.8', 'Golden Star Noodle Restaurant', '1690 Jane Street', ' Suite B', 'Yq0qt43HcA-eHw3Gu_bjSw', 'Restaurants; Chinese']
["www.Coco's Bakery & Restaurant.com", '53', '3.0', '5', '10.6', "Coco's Bakery & Restaurant", 'Santa Fe Station Hotel & Casino', ' 4959 N Rancho Dr', 'aOM158N_28GHq_JJkRD3jQ', 'American (Traditional); Restaurants; Cafes; Bakeries; Food']
['www.Pho Plus.com', '20', '3.5', '11', '12.1', 'Pho Plus', '1881 Steeles Avenue W', ' Unit 5', 'ZbrVVl1bCyrlMuVkJb9osw', 'Vietnamese; Restaurants']
['www.Hanabi Sushi.com', '74', '3.0', '63', '12.2', 'Hanabi Sushi', '4188 Finch Avenue E', ' Unit 18 A', '6KUPnYqFBhZHzUFLqOpbaA', 'Japanese; Restaurants']
['www.Eat By Stacey Weber.com', '8', '4.5', '67', '10.5', 'Eat By Stacey Weber', '4740 E Shea Blvd', ' Ste 109', 'fg69aogbeD-GKjmr_4cN4w', 'Specialty Food; Restaurants; Gluten-Free; Vegan; Food; Vegetarian; Health Markets; Caterers; Event Planning & Services; Organic Stores']
["www.La'Wan's.com", '19', '3.5', '138', '11.9', "La'Wan's", '7520 S Tryon St', ' Ste 19', 'IVbvOKxV9mN1OuZBl-3_rA', 'Restaurants; Southern; Soul Food']
['www.Gourmet Malaysia.com', '91', '3.5', '236', '28.6', 'Gourmet Malaysia', '4466 Sheppard Avenue E', ' Unit 101', '9XcWAcp1dCpcLcHTBENn-Q', 'Restaurants; Indonesian; Singaporean; Halal; Malaysian']
['www.Bistro 36.com', '39', '4.0', '8', '15.7', 'Bistro 36', '981 Brock Road', ' Suite 5', 'Zt9Me4sjL3bD9WDZ4g_i_A', 'Cafes; Breakfast & Brunch; Restaurants; Canadian (New); Salad; Fast Food; Sandwiches']
['www.Hero Certified Burgers - Markham & Steeles.com', '19', '3.5', '18', '12.5', 'Hero Certified Burgers - Markham & Steeles', '6015 Steeles Avenue E', ' Unit 103', 'ma84FFEpfCPyl7U7wqulgQ', 'Fast Food; Restaurants; Burgers']
['www.Hipot Hot Pot Restaurant.com', '49', '2.5', '46', '12.0', 'Hipot Hot Pot Restaurant', '350 Highway 7 E', ' Unit 105', 'SzTbr5cAfX9j8DFhIn7sDQ', 'Live/Raw Food; Restaurants; Hot Pot; Chinese']
['www.Terrasse William Gray.com', '17', '3.5', '22', '11.5', 'Terrasse William Gray', '421 Rue Saint-Vincent', ' 8eme etage', '5NRLnaFBxO4V7bN5ENaefA', 'Seafood; Restaurants; Bars; Nightlife']
['www.Sushi In Summerlin.com', '75', '3.0', '40', '26.7', 'Sushi In Summerlin', '7450 W Cheyenne Ave', ' Ste 118', 'kBfz-4wxdyNb3OOip3e2xw', 'Restaurants; Sushi Bars; Japanese']
['www.Glow Fresh Grill.com', '26', '2.5', '182', '14.6', 'Glow Fresh Grill', '7 Marie Labatte Rd', ' Unit E1', 'P-nqq5kOv2wV2mB5To5elQ', 'Canadian (New); American (New); Restaurants']
['www.Tim Hortons.com', '11', '3.0', '3', '14.8', 'Tim Hortons', '1700 King Road', ' Suite 31', '2ZsPKEQwN1XfLnONZlHHZA', 'Cafes; Restaurants']
['www.Gyro Point.com', '27', '4.0', '17', '17.4', 'Gyro Point', '8520 W Peoria Ave', ' Ste 116', 'Mw3ASRUBhtz6exP9ovcZZg', 'Greek; Restaurants; Mediterranean']
['www.International Bistro.com', '89', '2.5', '6', '15.7', 'International Bistro', '6922 N 95th Ave', ' Ste 300', 'Bveb2P1efYgsS6SzqOqtOg', 'Restaurants; American (Traditional); Italian; Mexican; Persian/Iranian']
['www.Resto Cafe Chez Anas.com', '62', '2.5', '11', '15.0', 'Resto Cafe Chez Anas', '552', " rue de l'Eglise", 'pLu3rPwdD65FEeFMqYS-zQ', 'French; Restaurants']
['www.ASADA.com', '4', '4.0', '77', '14.4', 'ASADA', '6412 Losee Rd', ' Ste 100', 'Mdr4xzMUeZQSakq3XJwG3w', 'Mexican; Restaurants']
['www.Jollibee.com', '37', '3.5', '208', '17.0', 'Jollibee', '3890 S Maryland Pkwy', ' Ste 137', 'uu5AtMrz_94e8kk4Gixg9Q', 'Restaurants; Fast Food; Filipino']
['www.A! Xiang.com', '52', '3.5', '19', '12.1', 'A! Xiang', '505 Highway 7 E', ' Suite 65', 'WM7Ckyt1oh2LaQPdkYhMwg', 'Chinese; Restaurants']
['www.Belmont Diner.com', '85', '4.0', '71', '15.8', 'Belmont Diner', '2008 33 Avenue SW', ' Unit 19', 'ix7XQ6souaFoIu4DUTHdmA', 'Diners; Restaurants']
['www.Ribs & Burgers.com', '7', '3.5', '281', '26.4', 'Ribs & Burgers', '2010 Festival Plaza Dr', ' Ste 170', '9c3LlXubVkbMwIrS8dIp0Q', 'American (Traditional); Burgers; Barbeque; Gastropubs; Salad; Food; Restaurants']
['www.Moji Japanese Eatery.com', '84', '3.5', '296', '13.6', 'Moji Japanese Eatery', 'A6-8362 Kennedy Rd', ' New Kennedy Square', 'UkWme3kwg6L9rd4tCNB15w', 'Ramen; Sushi Bars; Seafood; Restaurants; Japanese; Ice Cream & Frozen Yogurt; Desserts; Food; Asian Fusion']
['www.0109 Dessert & Chocolate.com', '85', '3.5', '194', '16.3', '0109 Dessert & Chocolate', '2190 McNicoll Avenue', ' Unit 109', 'FnQ-_pGdw11za0LQ_aORxQ', 'Desserts; Cafes; Food; Specialty Food; Restaurants; Chocolatiers & Shops']
['www.Rocky Mountain Chocolate Factory.com', '88', '3.5', '9', '21.7', 'Rocky Mountain Chocolate Factory', '2510 W Happy Valley Rd', ' Ste 1250', 'N8ytddhgHRxdUoVhP-lrsQ', 'Desserts; Gift Shops; Chocolatiers & Shops; Candy Stores; Specialty Food; Nightlife; Restaurants; Food; Shopping; Flowers & Gifts; Bars']
['www.Hunan Garden.com', '20', '4.0', '23', '30.0', 'Hunan Garden', '1940 W Chandler Blvd', ' Ste 1', 'r-5yS142bmcF2yy9xD3yKg', 'Chinese; Restaurants']
["www.Capriotti's Sandwich Shop.com", '9', '2.5', '63', '14.9', "Capriotti's Sandwich Shop", '771 East Horizon Drive', ' Suite 128', 'XFFRWQjmc41_5iuxI12xgQ', 'Sandwiches; Food; Restaurants']
['www.Subway.com', '7', '3.5', '10', '15.2', 'Subway', '530 E McDowell Rd', ' Ste 104', 'd1g99-npBycSRnz9ZiKhrQ', 'Fast Food; Sandwiches; Restaurants']
['www.Whiskey River BBQ & Brew.com', '64', '2.5', '18', '18.9', 'Whiskey River BBQ & Brew', '15332 W Bell  Rd', ' Ste 101', 'tX_ii6gqT6WS12H_JV1zRA', 'Restaurants; Barbeque']
['www.Desi Village.com', '31', '3.5', '5', '17.1', 'Desi Village', '4207 Keele Street', ' Unit 4', 'hA5XQUJBdAb72yHCponG2g', 'Indian; Food; Restaurants']
["www.George's Tastee.com", '70', '3.5', '22', '21.6', "George's Tastee", '9590 Mccowan Road', ' Unit 1', 'jtC1InrFV8gK2NRSCto05Q', 'Restaurants; Caribbean; Burgers']
['www.Elegant Chinese Cuisine.com', '8', '2.5', '35', '19.4', 'Elegant Chinese Cuisine', '5328 Highway 7 E', ' Unit 4', 'tH_ObhULoHCb1n08pbHgHQ', 'Restaurants; Dim Sum; Chinese']
["www.Moe's Southwest Grill.com", '62', '2.5', '27', '21.3', "Moe's Southwest Grill", '7510 Pineville Matthew Rd', ' Ste 10A-2', 'eMYeEapscbKNqUDCx705hg', 'Tex-Mex; Latin American; Restaurants; Mexican']
['www.Mercadito.com', '27', '3.5', '416', '10.8', 'Mercadito', 'Red Rock Casino', ' 11011 W Charleston Blvd', '4tiFtmGNFcvKRSPXPVT8Hw', 'Cocktail Bars; Bars; Restaurants; Mexican; Nightlife']
["www.Beryl's Pepperpot.com", '98', '3.5', '23', '19.4', "Beryl's Pepperpot", '467 Westney Road S', ' Unit 17', '9uGTVWSioqn6sDPd87uVWg', 'Caribbean; Restaurants; Food']
['www.Stonehill Restaurant & Tavern.com', '31', '3.0', '16', '16.8', 'Stonehill Restaurant & Tavern', '9650 Harvest Hills Boulevard NE', ' Suite 1200', 'EHYrQVlXkln_zH1v1bWOdw', 'Restaurants; Canadian (New)']
['www.Barrio Brewing Co..com', '26', '4.0', '204', '23.3', 'Barrio Brewing Co.', '5803 S Sossaman Rd', ' Ste 45', 'KmsaDVRln9HpsK5vJxFLKA', 'Nightlife; Food; Beer Bar; Restaurants; Bars; Burgers; Breweries; American (Traditional); Brewpubs']
["www.Palone's Pizza.com", '81', '3.5', '11', '16.3', "Palone's Pizza", '8133 Ardrey Kell Rd', ' Ste 103', '9irqLgBwUal_HI0mNkqTEQ', 'Restaurants; Italian; Pizza']
['www.Mint Vietnamese Cuisine.com', '59', '4.0', '4', '24.0', 'Mint Vietnamese Cuisine', '1800 4st Street SW', ' Suite 111', 'oEteLimuODciHSDC7ii3-w', 'Vietnamese; Restaurants; Soup']
['www.Anchor Bar.com', '88', '4.0', '52', '11.8', 'Anchor Bar', 'The Venetian - Food Ct', ' 3377 Las Vegas Blvd So', 'RO1h2JPbvp0QeqSHDJbeKw', 'Chicken Wings; Restaurants']
['www.Zoes Kitchen.com', '74', '3.5', '51', '15.5', 'Zoes Kitchen', '7650 West Bell Road', ' Suite 130', 'uCp2K_Gd5Kv4--WvB4Dtcw', 'Mediterranean; Greek; Kebab; Sandwiches; Restaurants']
['www.L&L Hawaiian Barbecue.com', '41', '4.0', '54', '16.3', 'L&L Hawaiian Barbecue', '2520 E Craig Rd', ' Ste 105', 'wsVg8S53Xl3rxjA53E1S-g', 'Hawaiian; Restaurants']
['www.Babbo Italian Eatery.com', '38', '3.5', '231', '12.5', 'Babbo Italian Eatery', '18521 E Queen Creek Rd', ' Ste 101', '_MGHIRcj3NBE5esngtHz4Q', 'Salad; Restaurants; Italian; Pizza']
["www.Bruno's Taco Bar.com", '19', '4.5', '198', '22.8', "Bruno's Taco Bar", '6415 S Fort Apache Rd', ' Ste 105', 'R_z9LFtqbBB9pANO530w9w', 'Restaurants; Beer; Wine & Spirits; Coffee & Tea; Food; Tacos; Mexican']
['www.The Mission Eatery.com', '33', '4.0', '38', '18.0', 'The Mission Eatery', '5915 Airport Road', ' Suite100', '0C6uuZBD7xKS-uucgwoyQw', 'Asian Fusion; Salad; Food; Restaurants; Cafes; Local Flavor; Sandwiches; Breakfast & Brunch']
['www.Red Dragon Express.com', '93', '3.0', '67', '27.9', 'Red Dragon Express', '5130 W Baseline Rd', ' Ste 108', '0oSWfLMJZnl2HhOc2lQb2g', 'Restaurants; Chinese']
['www.Jin Mee Korean BBQ Restaurant.com', '85', '3.5', '127', '16.0', 'Jin Mee Korean BBQ Restaurant', '953 E Sahara Ave', ' Ste E9', 'VmVTDmlLZdwoRVTJO4niaQ', 'Restaurants; Korean; Barbeque']
['www.Nagomi Sushi.com', '16', '4.0', '10', '21.6', 'Nagomi Sushi', '390 Steeles Avenue W', ' Unit 10', 'CFQ1NmGsgMhp-XebuD1Asg', 'Restaurants; Korean; Sushi Bars; Japanese']
['www.Jade The Taste of China.com', '22', '4.5', '31', '12.1', 'Jade The Taste of China', '9641 N Metro Park W', ' Ste MM1', 'sWeVNiPulXsD8PWhEtn9Ew', 'Chinese; Cantonese; Restaurants']
["www.Lorenzo's Pizzeria.com", '96', '3.5', '135', '15.8', "Lorenzo's Pizzeria", '16721 Orchard Stone Run', ' Ste 100', 'VvXI3pyUFl1MAimZsX5RrA', 'Restaurants; Pizza; Italian']
['www.Panda Express.com', '38', '2.0', '4', '28.8', 'Panda Express', '1301 W Sunset Rd', ' Ste C107', 'a7i-o5jRWgibGFEboEMYPQ', 'Fast Food; Chinese; Restaurants']
['www.Great Links Brewhouse & Grill.com', '17', '4.0', '399', '10.7', 'Great Links Brewhouse & Grill', '6010 W Craig Rd', ' Ste 110', 'StNAnvyhVISULAFmO_Ke1Q', 'Sandwiches; Hot Dogs; Burgers; Restaurants; Diners; American (Traditional)']
['www.Lemon Tree.com', '57', '2.5', '11', '14.8', 'Lemon Tree', '3255 Hiway 7 E', ' Unit 9', 'tZzWHN84ifO5T7aiLFzLAw', 'Vietnamese; Thai; Restaurants; Malaysian']
["www.Buono's.com", '19', '3.5', '14', '13.4', "Buono's", '2820 S Alma School Rd', ' Ste 8', 'xlPWG6xdtXMO1rzZEaLmog', 'Italian; Restaurants; Pizza']
['www.Market Bistro.com', '29', '4.0', '49', '28.7', 'Market Bistro', '777 E Thunderbird Rd', ' Ste 107', 'lOYwF4VUJKe2BJ0i7zZeYQ', 'Restaurants; Pizza; Sandwiches']
["www.Capriotti's Sandwich Shop.com", '51', '3.0', '59', '29.0', "Capriotti's Sandwich Shop", '9210 S Eastern Ave', ' Ste 115', '3YV-GLtQLI3sbZDZ-0NN4Q', 'Food; Restaurants; American (Traditional); Sandwiches']
["www.Shane's Rib Shack.com", '26', '3.5', '7', '28.0', "Shane's Rib Shack", '6584 N Decatur Blvd', ' Ste 100', '0_TiLam-zHFlm6qb9DyEmA', 'Barbeque; Food; Restaurants']
["www.Adamary's Restaurante y Pupuseria.com", '14', '4.5', '3', '22.6', "Adamary's Restaurante y Pupuseria", '3100 Central Ave', ' Ste 7', 'AqM7xScMk-EyDHYmklALCA', 'Mexican; Restaurants']
['www.Red Lantern Pho Vietnamese Grill.com', '56', '4.5', '195', '27.2', 'Red Lantern Pho Vietnamese Grill', '5651 S Grand Canyon Dr', ' Ste 100', 'LyVLSt5aLx-4Ll2XB-U-5Q', 'Chicken Wings; Vietnamese; Soup; Restaurants']
['www.The Canadian Brewhouse.com', '98', '3.5', '22', '19.7', 'The Canadian Brewhouse', '7 Mahogany Plaza SE', ' Unit 700', 'pR6N_BMlTcIFB8cF_Zv4Yw', 'Nightlife; Food; Restaurants; Breweries; Bars; Sports Bars; Canadian (New); Pubs']
['www.Wildflower - Rivulon.com', '80', '4.5', '41', '28.6', 'Wildflower - Rivulon', '75 East Rivulon Blvd', ' Ste 101', '-AliE9BXGQl8pIrdlpCOxQ', 'Sandwiches; Salad; Restaurants; Breakfast & Brunch']
['www.Jimmy The Greek.com', '51', '2.5', '24', '13.1', 'Jimmy The Greek', "Eaton's Centre", ' 260 Yonge Street', 'rZ323fzw5QH2g_P1jPENyw', 'Food; Restaurants; Greek']
['www.Grand Sign Kitchen.com', '53', '4.0', '73', '12.5', 'Grand Sign Kitchen', '7480 S Rainbow Blvd', ' Ste B', 'rVZfapnQgyVLsNWA583u-A', 'Chinese; Restaurants']
['www.Modern Burger.com', '82', '4.0', '32', '26.5', 'Modern Burger', '7014 E Camelback Rd', ' Ste 1433', 'nVMw0d7zD5Z2VTPDey61qg', 'Restaurants; Burgers']
['www.The Fat Greek.com', '82', '4.0', '463', '10.6', 'The Fat Greek', '4001 S Decatur Blvd', ' Ste 34', 'jgtWfJCJZty_Nctqpdtp3g', 'Cafes; Restaurants; Mediterranean; Food; Bakeries; Greek']
['www.Ako International Market.com', '47', '5.0', '9', '28.7', 'Ako International Market', '1400 S McClintock Dr', ' Ste 14', 'In1B_y225-bJw3jfbk1uAA', 'Imported Food; Arts & Crafts; International Grocery; Food; Ethnic Grocery; Beauty & Spas; Cosmetics & Beauty Supply; Herbs & Spices; African; Shopping; Flowers & Gifts; Fashion; Gift Shops; Traditional Clothing; Restaurants; Ethnic Food; Grocery; Specialty Food']
['www.Salads N Such.com', '24', '2.5', '7', '28.2', 'Salads N Such', '1140 S Country Club Dr', ' Ste 101', 'XhdshlTyqiLVMpCYt4H2QQ', 'Restaurants; Delis; Sandwiches; Soup']
['www.Cast Iron Waffles.com', '2', '3.5', '46', '13.1', 'Cast Iron Waffles', '4620 Piedmont Row Dr', ' Ste 100', 'VJ46ohh-N7iHKfEX1z7mcg', 'Food; Breakfast & Brunch; Coffee & Tea; Desserts; Belgian; Restaurants']
['www.Tasty Grill.com', '88', '4.0', '14', '23.0', 'Tasty Grill', '3157 W Chandler Blvd', ' Suite 2', 'CyaiHieU5WcosKWIwyOX9g', 'Middle Eastern; Restaurants']
['www.Everest Kitchen.com', '12', '4.5', '5', '27.3', 'Everest Kitchen', '176 Bedford Drive NE', ' Suite 9', 'GmXQXKBa4sW3QpCwAqnChQ', 'Restaurants; Himalayan/Nepalese']
['www.Ten Handcrafted American Fare & Spirits.com', '5', '4.5', '534', '13.2', 'Ten Handcrafted American Fare & Spirits', '2501 E Camelback Rd', ' Ste 40', 'xdD3EXvF_p9WUiwwKpol_w', 'American (New); American (Traditional); Southern; Nightlife; Bars; Restaurants']
['www.Dhaba Express.com', '90', '3.0', '4', '12.0', 'Dhaba Express', '380 Bovaird Drive E', ' Suiet 7', 'lrv5YU-DUI6DhtW_iX1vyA', 'Indian; Restaurants']
['www.The Jade Restaurant.com', '41', '3.0', '51', '19.5', 'The Jade Restaurant', '5300 Spring Mountain Rd', ' Ste 107', 's2oTzh21fWMXy4YrSAq_wQ', 'Chinese; Dim Sum; Cantonese; Restaurants; Seafood']
['www.Roti Stop.com', '72', '3.0', '6', '26.9', 'Roti Stop', '1125 Dundas Street E', ' Unit 7', 'hiIxnbmnl9Pyy_PPzbocrg', 'Caribbean; Restaurants']
["www.Jimmy John's.com", '92', '3.5', '65', '15.4', "Jimmy John's", '310 W Lake Mead Pkwy', ' Ste 100', 'jMZxeaQTu0fY0M4iv1cVyw', 'Food; Delis; Food Delivery Services; Fast Food; Restaurants; Sandwiches']
['www.Sandwich Club.com', '51', '4.0', '63', '16.9', 'Sandwich Club', '4020 N Scottsdale Rd', ' Ste 102', 'bm6cNIis145xOuUo9GZZNQ', 'Creperies; Delis; Sandwiches; Restaurants']
['www.Reminisce Tea Room.com', '85', '4.5', '5', '17.9', 'Reminisce Tea Room', '9328 Chillicothe Rd', ' Unit A', 'VjkgY4lDrc5tiZuzGnBI1Q', 'Food; Restaurants; Tea Rooms']
["www.Habanero's.com", '27', '4.0', '217', '21.9', "Habanero's", '10392 N Scottsdale Rd', ' Ste 103', 'mJFdBXviC-1YRtY51XnS6A', 'Mexican; Restaurants']
["www.Mafia Mike's.com", '87', '3.5', '8', '29.8', "Mafia Mike's", '1614 N Higley Rd', ' Ste 101', 'xGF-FT_Ii8bW8JwUCD_0vQ', 'Pizza; Restaurants']
['www.Sushi & Poke House.com', '23', '4.5', '53', '30.0', 'Sushi & Poke House', '14130 W Indian School Rd', ' Ste A-5', 'kuS1PnV7cXb-BpFewf3LVw', 'Sushi Bars; Juice Bars & Smoothies; Poke; Food; Restaurants']
['www.European Bakery and Cafe.com', '92', '4.0', '105', '21.9', 'European Bakery and Cafe', '3602 W Bell Rd', ' Ste 3', 'eyy4s1k5hne3UC8cF_xwXw', 'Desserts; Bakeries; Restaurants; Food; Delis']
['www.Eat Summerlin Proper.com', '94', '4.0', '178', '19.2', 'Eat Summerlin Proper', '1910 Village Center Cir', ' Ste 1', 'E7WzNqwMMifJkPZtuKOgRg', 'Breakfast & Brunch; Event Planning & Services; American (Traditional); Cafes; Caterers; Sandwiches; Restaurants; American (New); Food']
['www.The Joy Bus Diner.com', '75', '4.5', '170', '10.2', 'The Joy Bus Diner', '3375 E Shea Blvd', ' C1', '_O2_jwNT_3FDaSRZ50jvrw', 'Restaurants; Diners; Breakfast & Brunch; Community Service/Non-Profit; Local Services']
['www.Firehouse Subs.com', '18', '4.0', '59', '15.6', 'Firehouse Subs', '13820 W Bell Rd', ' Ste 11', '_ru4II-k7cieGsYyUhTjqw', 'Fast Food; Delis; Restaurants; Sandwiches']
['www.French Market Cafe & Gourmet Shop.com', '21', '4.0', '3', '26.1', 'French Market Cafe & Gourmet Shop', '20920 Torrence Chapel Rd', ' B1', 'UWruywooFxpRjMjRVf0Dhg', 'Patisserie/Cake Shop; Restaurants; French; Tea Rooms; Food']
['www.Vis-a-Vis.com', '86', '4.0', '21', '29.0', 'Vis-a-Vis', '1101 Kingston Road', ' Unit B5', 'yhtOs_zYTFfialws3ghKYA', 'Pizza; Salad; Restaurants; Italian']
['www.Levetto.com', '26', '4.5', '133', '13.8', 'Levetto', '382 Spadina Avenue', ' Main Floor', 'qUWqjjjfpB2-4P3He5rsKw', 'Italian; Salad; Restaurants; Pizza']
['www.Seoul Korean Bar B Q Restaurant.com', '79', '1.5', '3', '25.8', 'Seoul Korean Bar B Q Restaurant', '953 E Sahara Ave', ' Ste E28', '_t7g5RusswFMlAe01aoj4Q', 'Restaurants; Korean; Vietnamese']
['www.Rancho Nuevo Mexican Grill.com', '99', '4.0', '57', '28.7', 'Rancho Nuevo Mexican Grill', '8290 W Camelback Rd', ' Ste 108', 'HaOvuZUzCLbObQfT8H44fw', 'Mexican; Restaurants']
['www.Ararat Mediterranean Restaurant.com', '24', '4.0', '6', '21.2', 'Ararat Mediterranean Restaurant', '10210 W McDowell Rd', ' Unit 120', '_APcAWIVRrkYIQfwGcOeww', 'Mediterranean; Restaurants; Greek']
['www.DD Peckers.com', '14', '4.0', '234', '16.5', 'DD Peckers', '10403 Park Rd', ' Ste E', 'sPwgafejYVdf8hd4-oDYVg', 'Restaurants; Pubs; Bars; Cheesesteaks; Nightlife; Chicken Wings; Burgers']
['www.Shanghai Shikumen Restaurant.com', '77', '3.0', '33', '18.7', 'Shanghai Shikumen Restaurant', '3225 Highway 7 E', ' Unit 2', 'OiE0TLzbEATzIW8CbGWigA', 'Restaurants; Dim Sum; Chinese']
['www.Vaigai.com', '14', '4.5', '70', '24.3', 'Vaigai', '5775 W Bell Rd', ' Ste 5', 'U-kd-CYBCNTaZiDgVlc-Uw', 'Restaurants; Food; Seafood; Indian; Buffets; Desserts']
['www.ABC Euro Delicatessen.com', '52', '4.0', '6', '23.0', 'ABC Euro Delicatessen', '6 Lebovic Avenue', ' Unit 4', 'LSneBLmL_mLRKjplp2BVZg', 'Delicatessen; Food; Delis; Restaurants; Grocery; Ethnic Grocery; Sandwiches']
['www.Cornfusion.com', '39', '3.5', '36', '14.4', 'Cornfusion', '5130 S Ft Apache Rd', ' Ste 205', 'ik0y2ZYiMQBVQsyDDyOzfw', 'Chocolatiers & Shops; Restaurants; Shaved Ice; Food; Specialty Food; Candy Stores']
['www.Subway.com', '88', '1.0', '3', '20.9', 'Subway', '181 Bay Street', ' Unit C200', 'Gc-eMRKW4KiAeQFp3ztc7g', 'Restaurants; Sandwiches; Fast Food']
['www.Mucha Lucha Taco Shop.com', '34', '4.5', '193', '11.2', 'Mucha Lucha Taco Shop', '7558 W Thunderbird', ' Ste 6', 'pugciBzSCFqa_vn-X5pcEQ', 'Restaurants; Mexican']
['www.Crown Pizza.com', '12', '1.5', '3', '12.0', 'Crown Pizza', '2901 Markham Road', ' Unit 20', 'L7fpE0LYFKS26mcsZvgrXw', 'Restaurants; Pizza; Fast Food']
['www.International Eatery.com', '54', '2.5', '39', '18.7', 'International Eatery', '450 Fremont St', ' Ste 101', 'zDZGCsPaiDqbLiE3_blJBw', 'Italian; Mexican; Chinese; Restaurants']
["www.Vinnie's Pizza.com", '24', '4.0', '28', '25.0', "Vinnie's Pizza", '8960 W Bell Rd', ' Ste 110-A', 'ro69vDxjgaDIIdRgTrSE_w', 'Restaurants; Food; Italian; Pizza']
['www.Happy Veggie House.com', '86', '4.0', '9', '30.0', 'Happy Veggie House', '303 Centre Street SW', ' Suite 109', '_iJyH_Nf9E-Pso9yZhc2Mg', 'Taiwanese; Vegetarian; Restaurants; Chinese; Fast Food; Vegan']
['www.GreaterThan Coffee.com', '2', '4.5', '25', '20.3', 'GreaterThan Coffee', '1027 E Washington St', ' Ste 107', 'yem1oUuZGl073Dlq_dMKIQ', 'Food; Coffee & Tea; Breakfast & Brunch; Restaurants']
['www.VIP Vietnamese Cuisine.com', '99', '3.0', '80', '20.2', 'VIP Vietnamese Cuisine', '3229 Highway 7 E', ' Unit 11-12', 'HV25Suwkzd-roRc63sEmtA', 'Restaurants; Noodles; Vietnamese; Thai; Chinese; Asian Fusion']
['www.Jamba Juice.com', '92', '3.5', '29', '11.0', 'Jamba Juice', '2095 N Alma School', ' Ste 12', 'bWfncbrhEYkR65mwtua4FQ', 'Restaurants; Food; Juice Bars & Smoothies']
['www.Henderson Restaurant Supply.com', '66', '4.0', '14', '28.9', 'Henderson Restaurant Supply', '1201 American Pacific Dr', ' Ste A', 'D3SphPFz2cXzqGiI0LuwUw', 'Restaurant Supplies; Restaurants; Home & Garden; Shopping; Professional Services; Wholesalers; Wholesale Stores; Kitchen & Bath']
['www.Tasty China.com', '59', '4.0', '166', '21.9', 'Tasty China', '4444 W Craig Rd', ' Ste 126', 'Qn_mBXvKnn9VeOKym0Ussw', 'Szechuan; Restaurants; Cantonese; Chinese']
['www.La Cabana.com', '32', '3.0', '7', '26.2', 'La Cabana', 'Crown Point Plaza', ' 8908 E Independence Blvd', 'EunTJj_O_AWfrvDEyrP-GA', 'Mexican; Restaurants']
["www.Rocky's Pizza and Cheesesteak.com", '84', '4.5', '129', '20.4', "Rocky's Pizza and Cheesesteak", '1731 W Baseline Rd', ' Ste 115', 'cKZu_xLYp6lx6jLZ9bHRCQ', 'Cheesesteaks; Restaurants; Chicken Wings; Pizza']
['www.Carolina Ale House.com', '29', '3.0', '60', '15.6', 'Carolina Ale House', '7404 Waverly Walk Ave', ' Ste I-1', 'MkjEpBea6sArBdK8za8MIQ', 'Nightlife; Restaurants; Bars; American (Traditional); Pubs; Sports Bars']
['www.Lac Viet.com', '74', '3.0', '15', '19.7', 'Lac Viet', '100 Beddington Boulevard NE', ' Suite 115', 'nsUvnkQweDV8QXSZkfzPsw', 'Restaurants; Vietnamese']
["www.Jersey Mike's Subs.com", '53', '4.5', '7', '27.9', "Jersey Mike's Subs", '6580 Old Monroe Rd', ' Ste E', 'yqg_xBqK5zB0iSYVFDw1hw', 'Sandwiches; Fast Food; Delis; Restaurants']
